"user.id","age"
4876,25.0096202215546
12227,17.40721362126
2898,23.8022709149614
12334,23.9392894349932
6489,24.1642188836934
7561,25.0777247735693
10953,24.3317802347014
169,23.6302218202984
13169,18.8351908098358
2693,24.1291558659659
13285,22.1803845157313
18999,23.7965685464407
10137,18.4174240414201
15254,24.1411063871206
17521,24.5383713120313
11804,19.2179004738142
8582,18.3384289440673
19318,22.6873958970803
18025,22.2392887558812
4909,25.0138958161374
3552,18.2679638007006
7830,25.3122976421688
14441,24.9024205558771
18226,24.9835510571281
12021,22.4221809347312
3286,19.2535326918237
16253,24.6819056636696
3243,24.76390210953
9198,22.8222987688115
4912,23.8856118284071
10008,24.1627155485984
6603,23.3408922390739
5153,18.8866794784027
15610,24.9513146666041
2663,19.8946709952029
13236,19.1372034398553
14900,22.5912263754489
5992,23.1310079753844
9625,25.5171549738754
5467,17.1444990823022
5834,23.9683037377994
18631,21.4557859102678
4695,22.4217906493704
11126,26.0339597580752
766,23.9634463291557
10543,18.8459262106452
4800,24.8708678406274
17503,22.2004873579586
17609,23.260568879995
9789,24.5482212389473
14505,23.4745505390832
17112,19.1584761921707
12330,24.3842912640186
12276,19.8681732098957
13948,21.792891925637
6155,18.4266728376842
7143,24.8133200959523
7334,22.8079503574994
19160,19.2909747736795
989,25.4766908458084
18427,22.2216042624808
15427,19.8890469438865
2969,17.9982592262183
12267,23.4298739353792
8579,24.2727497434817
16772,19.5384632495375
5621,17.1226239969161
18820,21.4820760897244
3968,25.2568811734474
3251,24.7326619818184
9642,24.3298617230282
15697,23.3116839900285
16053,18.7795529551113
1365,19.1647897302979
17337,22.6310503830208
6287,24.7142773978102
14311,23.2980701501655
737,17.3737569465465
433,22.7675574139295
4731,24.5041352363016
13963,21.1162934838056
11889,23.6961312205746
15054,24.7607848760314
7174,24.3773478317728
14436,24.4334771977296
13910,23.4000284517833
4171,25.0766834576362
18714,24.8314754644075
16423,23.6470761784879
8288,21.9885228924091
11562,23.5483025683537
15101,22.8864269601194
7997,24.4910476240987
1922,23.6811197350686
18488,22.3678136463541
10829,23.0921148457644
19070,24.4608275331768
11012,22.88841277912
2723,23.6290675173638
7113,22.7394813942836
15915,24.40984236176
10945,23.4831093063455
4927,24.5616943977332
18841,21.1895294867489
13244,23.5757784460536
13616,20.4814128213103
6313,25.2954020898576
15706,18.780982330664
15217,25.7747817371978
9328,24.3564626842798
10629,18.6425803575983
11770,19.1120050711034
1789,23.2574161246689
13492,22.5078187543697
17270,24.3244987597294
3371,18.8404045083412
17915,22.2386211300495
18067,22.8433234136435
10062,23.6814938835265
13823,25.3328734374272
6886,18.9224832754695
13245,22.9402490894831
9336,18.3775505551724
5388,25.308483715117
9240,26.1333989743005
4778,25.0061349362963
16613,17.6739214765378
5723,16.8381537292815
5592,22.6497616707219
10485,25.7493053807982
4937,23.8639999459931
15778,24.5136697704636
3621,17.3347213788861
13360,22.6243953629269
4518,18.6151180494912
9762,23.661677400124
4711,24.1988294987462
217,21.4650307930268
14422,25.7987647439302
4431,23.7589527167023
6482,18.5186138969479
1103,23.2731478169441
3895,23.4005972432108
10343,24.8707223175976
8652,24.6644740418981
5510,25.0280673670203
5348,23.8808658586849
5874,18.2707626488394
2023,19.3472981925867
5630,18.2816740803151
3160,18.2255111983868
13961,23.909401786223
13323,24.9955516950301
16944,23.8785847634766
15167,24.543408539425
4906,19.4757416943774
17672,23.5178256835282
18480,22.6690005024258
10717,18.5862743719757
8643,25.1072938923889
1315,23.4786852008262
9013,23.9597840769508
6407,24.4819777055365
3383,24.3704719368517
18588,24.3868661357781
17870,24.8892064801558
5940,19.1808084575083
12455,24.4135885588656
2603,22.5493910271287
19265,19.1577581041565
8281,21.3985665053466
2623,21.6283307808463
13315,23.9818521376836
13501,23.2693792278997
18569,16.7820929240836
4635,22.9873696944235
10765,23.6760515647182
13509,25.9055346147042
1906,25.2814425684749
172,18.2686852689606
2741,25.2663699369949
4459,23.5703346461767
13699,18.0130311397644
7306,18.3721509444917
19246,25.0180024022693
12191,24.1893825965155
2966,21.9092914591008
11277,18.4744986317663
10938,24.9918304796341
8044,22.1296414929472
15910,17.7084533736867
17644,23.039394724844
1687,24.0043732336082
16355,23.010683222703
4547,23.3421988581041
9988,22.3808807466279
8784,17.5707408465914
13720,18.3396385496186
13667,23.1502286048542
780,20.0683092308964
10303,23.5895960263166
11590,22.6559749162847
15065,28.2746028304532
7217,24.9495776713667
16067,24.0862036638975
3681,19.1073820628813
10000,18.1194505487448
7248,24.8614162940446
13980,25.4835513101014
16031,23.5123277703346
10611,25.9548802505842
14313,22.3848242185017
12548,24.0295038670836
3760,24.6550447097341
7986,25.2743940220737
12980,24.4110113956098
15609,17.6849645160584
9343,23.6397965953035
18696,19.1862953807174
8793,24.3632853438254
17695,24.3043149780513
3137,21.4350855222369
3626,18.1468056472694
14098,17.7970900860244
19186,19.7846875386342
9310,23.8657321671968
11289,23.6339522429659
14899,25.0182965351927
7636,19.3585221571536
17574,22.9590856182553
12492,24.4765108950264
8453,22.2986409756554
11060,25.1101361424526
10941,19.566027425028
16959,23.0582453893124
4878,23.6717209368718
321,24.214684207561
5774,23.9480929741231
4560,19.4756037959994
16952,19.3923639286261
9592,24.102287749061
2246,18.7923000324721
18939,24.1381560553815
11184,22.8345939642396
6559,23.922132035763
11380,24.3256044323155
8729,19.2350606443323
14160,22.4401429799692
15467,23.2441818425954
15503,23.63170664246
16373,22.1273559236512
3768,18.6837368693107
17820,18.1779373878845
18709,19.393663517742
1658,17.4816301748231
3297,22.1746656268448
8167,23.7969352209211
1893,21.2744874687588
18613,21.9945625129508
14133,23.01301217472
184,24.1167439227645
2622,19.512856134503
8102,24.0549406550589
19267,21.9999534217896
1923,18.1779960644862
17561,21.3396346624697
11268,18.8560258452099
14743,19.1828791211443
6994,25.2173841524696
1891,22.6032342136271
15556,23.6944145636
14857,26.7766958420189
4358,23.1934456900789
2906,24.1026501505983
4794,20.3379200625314
6192,18.8028547569591
12842,23.8286827732714
14018,26.9782728870284
19131,26.3576592977816
2734,22.6651224513886
9574,22.6385877168929
8645,22.1633234784048
11297,24.9068559189438
17996,24.8837729118909
3007,18.1950230439445
3473,23.1975765859702
15903,19.0080105624569
1807,20.9820924715349
18412,23.539236392308
13715,25.0743539015709
8066,24.2056232613791
12179,18.3454635439669
8772,22.2380568572795
5649,22.3037574170111
10763,19.52308179105
5779,23.1904283593036
1306,24.9130637722676
12971,23.9999759697504
536,24.2092918917801
16958,24.8513241224134
976,20.8132916629642
14497,24.894102590672
4147,24.3428148068781
4335,24.5965879803167
17380,24.306145887896
10445,20.1231088279356
5568,18.6326837089313
7169,15.5178260996306
4856,21.3029407944266
4825,21.7108038935788
17140,24.133524885555
29,22.8753796083813
15913,24.0675279510759
8853,22.8885294760458
7109,26.3147557099308
7178,24.2459640757568
15690,23.5585109698018
7309,23.6159555909712
4743,24.3854619298108
12621,17.6798560508234
10024,24.05466729564
14955,23.4822208936578
17878,18.7652825185676
